iid,pid,quota,seat,g,or,cr,p
43,131,AI,OBC-NCL-PwD,N,5,7,0
43,131,AI,OBC-NCL-PwD,F,44,44,0
43,131,AI,SC,N,2,27,0
43,131,AI,SC,F,31,113,0
43,131,AI,SC-PwD,N,5,5,0
43,131,AI,ST,N,1,10,0
43,131,AI,ST,F,40,87,0
43,131,AI,ST-PwD,N,1,1,0
43,154,AI,OPEN,N,1370,2102,0
43,154,AI,OPEN,F,2715,5963,0
43,154,AI,OPEN-PwD,N,152,152,0
43,154,AI,EWS,N,359,508,0
43,154,AI,EWS,F,895,895,0
43,154,AI,OBC-NCL,N,717,1330,0
43,154,AI,OBC-NCL,F,1343,1343,0
43,154,AI,SC,N,259,811,0
43,154,AI,SC,F,1654,1654,0
43,154,AI,ST,N,437,973,0
43,154,AI,ST,F,480,480,0
43,158,AI,OPEN,N,142,481,0
43,158,AI,OPEN,F,573,1286,0
43,158,AI,OPEN-PwD,N,32,32,0
43,158,AI,OPEN-PwD,F,80,80,0
43,158,AI,EWS,N,62,133,0
43,158,AI,EWS,F,256,273,0
43,158,AI,OBC-NCL,N,83,388,0
43,158,AI,OBC-NCL,F,332,930,0
43,158,AI,OBC-NCL-PwD,N,45,45,0
43,158,AI,SC,N,101,195,0
43,158,AI,SC,F,554,626,0
43,158,AI,ST,N,34,90,0
43,158,AI,ST,F,264,264,0
43,157,AI,OPEN,N,563,981,0
43,157,AI,OPEN,F,2250,3007,0
43,157,AI,OPEN-PwD,N,149,149,0
43,157,AI,EWS,N,171,253,0
43,157,AI,EWS,F,588,588,0
43,157,AI,OBC-NCL,N,406,683,0
43,157,AI,OBC-NCL,F,938,1524,0
43,157,AI,SC,N,196,393,0
43,157,AI,SC,F,613,957,0
43,157,AI,ST,N,99,208,0
43,157,AI,ST,F,323,323,0
43,186,AI,OPEN,N,1762,2855,0
43,186,AI,OPEN,F,4565,5965,0
43,186,AI,OPEN-PwD,N,152,152,1
43,186,AI,EWS,N,495,787,0
43,186,AI,EWS,F,2008,2008,0
43,186,AI,OBC-NCL,N,1395,1827,0
43,186,AI,OBC-NCL,F,3717,3766,0
43,186,AI,SC,N,492,1229,0
43,186,AI,SC,F,1702,1702,0
43,186,AI,ST,N,732,818,0
43,186,AI,ST,F,874,874,0
43,190,AI,OPEN,N,321,1749,0
43,190,AI,OPEN,F,4503,5154,0
43,190,AI,OPEN-PwD,N,70,70,0
43,190,AI,EWS,N,351,610,0
43,190,AI,EWS,F,2169,2169,0
43,190,AI,OBC-NCL,N,803,1546,0
43,190,AI,OBC-NCL,F,2799,3228,0
43,190,AI,SC,N,529,897,0
43,190,AI,SC,F,2082,2329,0
43,190,AI,ST,N,534,784,0
43,190,AI,ST,F,1178,1178,0
43,194,AI,OPEN,N,3806,5401,0
43,194,AI,OPEN,F,8179,10623,0
43,194,AI,EWS,N,924,1187,0
43,194,AI,EWS,F,2256,2256,0
43,194,AI,OBC-NCL,N,2167,3152,0
43,194,AI,OBC-NCL,F,3939,4103,0
43,194,AI,SC,N,1195,1472,0
43,194,AI,SC,F,2287,2287,0
43,194,AI,ST,N,912,979,0
43,194,AI,ST,F,1045,1045,0
43,248,AI,OPEN,N,493,1736,0
43,248,AI,OPEN,F,1792,4173,0
43,248,AI,OPEN-PwD,N,18,66,0
43,248,AI,EWS,N,243,376,0
43,248,AI,EWS,F,690,756,0
43,248,AI,EWS-PwD,N,14,14,0
43,248,AI,OBC-NCL,N,304,972,0
43,248,AI,OBC-NCL,F,1227,2457,0
43,248,AI,OBC-NCL-PwD,N,38,49,1
43,248,AI,SC,N,221,496,0
43,248,AI,SC,F,636,1226,0
43,248,AI,ST,N,86,261,0
43,248,AI,ST,F,344,513,0
43,259,AI,OPEN,N,2708,4649,0
43,259,AI,OPEN,F,5787,7924,0
43,259,AI,OPEN-PwD,N,67,157,1
43,259,AI,EWS,N,625,1127,0
43,259,AI,EWS,F,2185,2213,0
43,259,AI,OBC-NCL,N,1175,2461,0
43,259,AI,OBC-NCL,F,4343,4688,0
43,259,AI,SC,N,837,1414,0
43,259,AI,SC,F,2229,2796,0
43,259,AI,ST,N,439,804,0
43,259,AI,ST,F,752,813,0
56,54,AI,OPEN,N,9584,12260,0
56,54,AI,OPEN,F,18725,18857,0
56,54,AI,OPEN-PwD,N,245,245,1
56,54,AI,EWS,N,1868,1958,0
56,54,AI,EWS,F,4357,4357,0
56,54,AI,OBC-NCL,N,4263,5433,0
56,54,AI,SC,N,2808,3080,0
56,54,AI,SC,F,3410,3410,0
56,54,AI,ST,N,1159,1308,0
56,55,AI,OPEN,N,12588,15784,0
56,55,AI,OPEN,F,21599,22150,0
56,55,AI,EWS,N,2323,2464,0
56,55,AI,EWS,F,3808,3808,0
56,55,AI,OBC-NCL,N,5468,5906,0
56,55,AI,SC,N,2791,3056,0
56,55,AI,SC,F,4657,4657,0
56,55,AI,ST,N,1352,1535,0
56,56,AI,OPEN,N,3539,4265,0
56,56,AI,OPEN,F,8841,9114,0
56,56,AI,EWS,N,681,723,0
56,56,AI,EWS,F,1904,1904,0
56,56,AI,OBC-NCL,N,1596,1956,0
56,56,AI,OBC-NCL,F,3606,3791,0
56,56,AI,SC,N,1244,1305,0
56,56,AI,SC,F,2397,2397,0
56,56,AI,ST,N,545,735,0
56,60,AI,OPEN,N,4294,7077,0
56,60,AI,OPEN,F,11401,11768,0
56,60,AI,OPEN-PwD,N,75,75,1
56,60,AI,EWS,N,982,990,0
56,60,AI,EWS,F,2440,2440,0
56,60,AI,OBC-NCL,N,2280,3101,0
56,60,AI,OBC-NCL,F,4643,4800,0
56,60,AI,SC,N,1484,1882,0
56,60,AI,SC,F,3027,3027,0
56,60,AI,ST,N,1143,1205,0
56,74,AI,OPEN,N,12350,16085,0
56,74,AI,OPEN,F,18296,21027,0
56,74,AI,EWS,N,2716,2760,0
56,74,AI,EWS,F,4151,4151,0
56,74,AI,OBC-NCL,N,5748,6181,0
56,74,AI,SC,N,3052,3308,0
56,74,AI,SC,F,4152,4152,0
56,74,AI,ST,N,1443,1552,0
56,70,AI,OPEN,N,12658,17287,0
56,70,AI,OPEN,F,23604,24901,0
56,70,AI,EWS,N,2769,2781,0
56,70,AI,EWS,F,4476,4476,0
56,70,AI,OBC-NCL,N,6201,6372,0
56,70,AI,SC,N,3382,3433,0
56,70,AI,SC,F,4651,4651,0
56,70,AI,ST,N,1446,1541,0
56,109,AI,OPEN,N,10645,13850,0
56,109,AI,OPEN,F,19552,21897,0
56,109,AI,EWS,N,2027,2277,0
56,109,AI,EWS,F,3637,3637,0
56,109,AI,OBC-NCL,N,4265,4981,0
56,109,AI,OBC-NCL,F,8452,8552,0
56,109,AI,SC,N,2376,2645,0
56,109,AI,SC,F,4031,4031,0
56,109,AI,ST,N,783,930,0
56,109,AI,ST,F,1447,1447,0
56,131,AI,OPEN,N,1426,2909,0
56,131,AI,OPEN,F,4715,6596,0
56,131,AI,OPEN-PwD,N,147,147,0
56,131,AI,EWS,N,423,516,0
56,131,AI,EWS,F,1147,1205,0
56,131,AI,OBC-NCL,N,725,1308,0
56,131,AI,OBC-NCL,F,2127,2603,0
56,131,AI,SC,N,395,695,0
56,131,AI,SC,F,1101,1475,0
56,131,AI,ST,N,215,318,0
56,131,AI,ST,F,627,627,0
56,149,AI,OPEN,N,2914,4089,0
56,149,AI,OPEN,F,7575,8467,0
56,149,AI,EWS,N,521,620,0
56,149,AI,EWS,F,1333,1333,0
56,149,AI,OBC-NCL,N,1650,1846,0
56,149,AI,OBC-NCL,F,2895,3552,0
56,149,AI,OBC-NCL-PwD,N,37,37,1
56,149,AI,SC,N,736,1246,0
56,149,AI,SC,F,2084,2084,0
56,149,AI,ST,N,462,709,0
56,149,AI,ST,F,1293,1293,0
56,158,AI,OPEN,N,4863,7240,0
56,158,AI,OPEN,F,9915,12435,0
56,158,AI,OPEN-PwD,N,125,125,1
56,158,AI,EWS,N,956,1183,0
56,158,AI,EWS,F,2219,2219,0
56,158,AI,OBC-NCL,N,2469,2966,0
56,158,AI,OBC-NCL,F,3845,5588,0
56,158,AI,SC,N,1255,1742,0
56,158,AI,SC,F,2477,2944,0
56,158,AI,ST,N,200,730,0
56,158,AI,ST,F,1297,1297,0
56,190,AI,OPEN,N,8059,11408,0
56,190,AI,OPEN,F,18026,18976,0
56,190,AI,EWS,N,2038,2163,0
56,190,AI,EWS,F,4080,4080,0
56,190,AI,OBC-NCL,N,4239,5287,0
56,190,AI,OBC-NCL,F,8863,8863,0
56,190,AI,SC,N,2526,2728,0
56,190,AI,SC,F,3547,3547,0
56,190,AI,ST,N,1260,1402,0
56,248,AI,OPEN,N,7865,10590,0
56,248,AI,OPEN,F,15428,17462,0
56,248,AI,EWS,N,1588,1795,0
56,248,AI,EWS,F,2993,2993,0
56,248,AI,OBC-NCL,N,3115,4207,0
56,248,AI,OBC-NCL,F,7462,7860,0
56,248,AI,SC,N,1923,2192,0
56,248,AI,SC,F,2695,3710,0
56,248,AI,ST,N,987,1028,0
56,248,AI,ST,F,67,67,1
44,88,AI,OPEN,N,3596,5687,0
44,88,AI,OPEN,F,7230,10435,0
44,88,AI,EWS,N,879,1038,0
44,88,AI,EWS,F,2131,2457,0
44,88,AI,OBC-NCL,N,1155,2981,0
44,88,AI,OBC-NCL,F,3857,5723,0
44,88,AI,SC,N,1111,1624,0
44,88,AI,SC,F,1927,2689,0
44,88,AI,ST,N,725,851,0
44,88,AI,ST,F,1442,1442,0
44,97,AI,OPEN,N,1849,2365,0
44,97,AI,OPEN,F,3730,5442,0
44,97,AI,OPEN-PwD,N,172,172,0
44,97,AI,EWS,N,388,509,0
44,97,AI,EWS,F,1209,1425,0
44,97,AI,OBC-NCL,N,1056,1446,0
44,97,AI,OBC-NCL,F,2998,3274,0
44,97,AI,SC,N,569,848,0
44,97,AI,SC,F,1158,1274,0
44,97,AI,ST,N,384,494,0
44,97,AI,ST,F,649,649,0
44,96,AI,OPEN,N,2730,4362,0
44,96,AI,OPEN,F,6618,7402,0
44,96,AI,EWS,N,553,709,0
44,96,AI,EWS,F,1592,1592,0
44,96,AI,OBC-NCL,N,1470,1986,0
44,96,AI,OBC-NCL,F,4193,4299,0
44,96,AI,SC,N,700,1058,0
44,96,AI,SC,F,2061,2352,0
44,96,AI,ST,N,438,705,0
44,96,AI,ST,F,808,808,0
44,109,AI,OPEN,N,2867,4472,0
44,109,AI,OPEN,F,7614,9291,0
44,109,AI,OPEN-PwD,N,170,170,0
44,109,AI,EWS,N,542,898,0
44,109,AI,EWS,F,1541,2226,0
44,109,AI,OBC-NCL,N,911,2104,0
44,109,AI,OBC-NCL,F,2205,4714,0
44,109,AI,OBC-NCL-PwD,N,41,41,1
44,109,AI,SC,N,459,847,0
44,109,AI,SC,F,1314,1523,0
44,109,AI,ST,N,60,214,0
44,109,AI,ST,F,179,868,0
44,131,AI,OPEN,N,16,118,0
44,131,AI,OPEN,F,91,419,0
44,131,AI,OPEN-PwD,N,9,9,0
44,131,AI,OPEN-PwD,F,72,72,0
44,131,AI,EWS,N,8,34,0
44,131,AI,EWS,F,97,117,0
44,131,AI,EWS-PwD,N,3,3,0
44,131,AI,OBC-NCL,N,60,105,0
44,131,AI,OBC-NCL,F,252,318,0
44,131,AI,OBC-NCL-PwD,N,9,9,0
44,131,AI,SC,N,10,49,0
44,131,AI,SC,F,124,129,0
44,131,AI,SC-PwD,N,3,3,0
44,131,AI,ST,N,18,24,0
44,131,AI,ST,F,89,116,0
44,130,AI,OPEN,N,120,185,0
44,130,AI,OPEN,F,621,724,0
44,130,AI,OPEN-PwD,N,23,23,0
44,130,AI,EWS,N,41,65,0
44,130,AI,EWS,F,170,170,0
44,130,AI,OBC-NCL,N,114,166,0
44,130,AI,OBC-NCL,F,401,558,0
44,130,AI,SC,N,75,105,0
44,130,AI,SC,F,338,338,0
44,130,AI,ST,N,25,54,0
44,130,AI,ST,F,210,210,0
44,158,AI,OPEN,N,354,582,0
44,158,AI,OPEN,F,879,1693,0
44,158,AI,OPEN-PwD,N,54,61,0
44,158,AI,OPEN-PwD,F,118,118,1
44,158,AI,EWS,N,120,161,0
44,158,AI,EWS,F,354,382,0
44,158,AI,EWS-PwD,N,26,26,0
44,158,AI,OBC-NCL,N,207,456,0
44,158,AI,OBC-NCL,F,487,1105,0
44,158,AI,OBC-NCL-PwD,N,49,49,0
44,158,AI,SC,N,82,220,0
44,158,AI,SC,F,480,662,0
44,158,AI,ST,N,19,74,0
44,158,AI,ST,F,187,218,0
44,161,AI,OPEN,N,589,828,0
44,161,AI,OPEN,F,1894,2213,0
44,161,AI,OPEN-PwD,N,112,112,0
44,161,AI,EWS,N,177,195,0
44,161,AI,EWS,F,479,479,0
44,161,AI,OBC-NCL,N,484,578,0
44,161,AI,OBC-NCL,F,1177,1604,0
44,161,AI,SC,N,250,399,0
44,161,AI,SC,F,784,813,0
44,161,AI,ST,N,143,172,0
44,161,AI,ST,F,356,356,0
44,186,AI,OPEN,N,2072,2910,0
44,186,AI,OPEN,F,5324,6008,0
44,186,AI,OPEN-PwD,N,3,3,1
44,186,AI,EWS,N,398,560,0
44,186,AI,EWS,F,2017,2017,0
44,186,AI,OBC-NCL,N,1086,2073,0
44,186,AI,OBC-NCL,F,4019,5452,0
44,186,AI,SC,N,977,1365,0
44,186,AI,SC,F,2641,2641,0
44,186,AI,ST,N,580,720,0
44,186,AI,ST,F,1578,1578,0
44,192,AI,OPEN,N,842,1255,0
44,192,AI,OPEN,F,2477,2752,0
44,192,AI,OPEN-PwD,N,100,100,0
44,192,AI,EWS,N,166,275,0
44,192,AI,EWS,F,748,748,0
44,192,AI,OBC-NCL,N,632,812,0
44,192,AI,OBC-NCL,F,1613,1913,0
44,192,AI,OBC-NCL-PwD,N,42,42,1
44,192,AI,SC,N,453,640,0
44,192,AI,SC,F,841,841,0
44,192,AI,ST,N,226,280,0
44,192,AI,ST,F,473,473,0
44,190,AI,OPEN,N,172,2783,0
44,190,AI,OPEN,F,4816,6549,0
44,190,AI,OPEN-PwD,N,142,142,1
44,190,AI,EWS,N,653,906,0
44,190,AI,EWS,F,2585,2585,0
44,190,AI,OBC-NCL,N,1108,2065,0
44,190,AI,OBC-NCL,F,3716,5238,0
44,190,AI,SC,N,723,1240,0
44,190,AI,SC,F,2416,2539,0
44,190,AI,ST,N,883,938,0
44,190,AI,ST,F,1292,1292,0
44,230,AI,OPEN,N,3146,4055,0
44,230,AI,OPEN,F,8080,10030,0
44,230,AI,EWS,N,803,925,0
44,230,AI,EWS,F,2171,2171,0
44,230,AI,OBC-NCL,N,2043,2639,0
44,230,AI,OBC-NCL,F,5609,5697,0
44,230,AI,SC,N,1418,1502,0
44,230,AI,SC,F,1809,1809,0
44,230,AI,ST,N,810,841,0
44,230,AI,ST,F,1387,1387,0
44,240,AI,OPEN,N,135,352,0
44,240,AI,OPEN,F,432,815,0
44,240,AI,OPEN-PwD,N,15,15,0
44,240,AI,OPEN-PwD,F,121,121,0
44,240,AI,EWS,N,48,80,0
44,240,AI,EWS,F,156,191,0
44,240,AI,OBC-NCL,N,150,248,0
44,240,AI,OBC-NCL,F,446,862,0
44,240,AI,OBC-NCL-PwD,N,13,13,0
44,240,AI,SC,N,51,152,0
44,240,AI,SC,F,518,701,0
44,240,AI,ST,N,47,80,0
44,240,AI,ST,F,223,223,0
44,238,AI,OPEN,N,357,429,0
44,238,AI,OPEN,F,1002,1198,0
44,238,AI,OPEN-PwD,N,44,44,0
44,238,AI,EWS,N,88,99,0
44,238,AI,OBC-NCL,N,251,325,0
44,238,AI,OBC-NCL,F,885,1003,0
44,238,AI,SC,N,163,206,0
44,238,AI,SC,F,377,377,0
44,238,AI,ST,N,102,109,0
44,248,AI,OPEN,N,947,1791,0
44,248,AI,OPEN,F,2814,4077,0
44,248,AI,OPEN-PwD,N,47,47,0
44,248,AI,EWS,N,304,384,0
44,248,AI,EWS,F,1279,1372,0
44,248,AI,EWS-PwD,N,35,35,1
44,248,AI,OBC-NCL,N,655,1034,0
44,248,AI,OBC-NCL,F,2572,2992,0
44,248,AI,OBC-NCL-PwD,N,68,68,1
44,248,AI,SC,N,47,558,0
44,248,AI,SC,F,884,1416,0
44,248,AI,ST,N,177,295,0
44,248,AI,ST,F,678,678,0
44,284,AI,OPEN,N,2082,3273,0
44,284,AI,OPEN,F,5534,7229,0
44,284,AI,EWS,N,597,769,0
44,284,AI,EWS,F,2369,2392,0
44,284,AI,OBC-NCL,N,1060,2445,0
44,284,AI,OBC-NCL,F,4561,5511,0
44,284,AI,SC,N,951,1460,0
44,284,AI,SC,F,2077,2769,0
44,284,AI,ST,N,666,967,0
44,284,AI,ST,F,1201,1201,0
44,293,AI,OPEN,N,4529,6690,0
44,293,AI,OPEN,F,10404,11907,0
44,293,AI,EWS,N,952,1358,0
44,293,AI,EWS,F,2598,2684,0
44,293,AI,OBC-NCL,N,2813,3461,0
44,293,AI,OBC-NCL,F,5742,6398,0
44,293,AI,SC,N,1625,2060,0
44,293,AI,SC,F,2845,3168,0
44,293,AI,ST,N,840,1086,0
44,293,AI,ST,F,1609,1609,0
50,97,AI,OPEN,N,7553,9658,0
50,97,AI,OPEN,F,14877,15073,0
50,97,AI,EWS,N,1403,1667,0
50,97,AI,EWS,F,2947,2947,0
50,97,AI,OBC-NCL,N,3233,4245,0
50,97,AI,OBC-NCL,F,5832,5941,0
50,97,AI,SC,N,1958,2151,0
50,97,AI,SC,F,2828,2828,0
50,97,AI,ST,N,888,965,0
50,97,AI,ST,F,1490,1490,0
50,109,AI,OPEN,N,9489,10994,0
50,109,AI,OPEN,F,14994,17993,0
50,109,AI,EWS,N,1596,1777,0
50,109,AI,EWS,F,2863,2863,0
50,109,AI,OBC-NCL,N,2848,4204,0
50,109,AI,OBC-NCL,F,6605,7000,0
50,109,AI,SC,N,1802,2146,0
50,109,AI,SC,F,2857,2964,0
50,109,AI,ST,N,669,684,0
50,109,AI,ST,F,1362,1362,0
50,131,AI,OPEN,N,914,1385,0
50,131,AI,OPEN,F,1970,2768,0
50,131,AI,OPEN-PwD,N,42,64,0
50,131,AI,EWS,N,159,210,0
50,131,AI,EWS,F,357,448,0
50,131,AI,OBC-NCL,N,296,448,0
50,131,AI,OBC-NCL,F,962,1187,0
50,131,AI,OBC-NCL-PwD,N,33,33,0
50,131,AI,SC,N,198,339,0
50,131,AI,SC,F,423,548,0
50,131,AI,ST,N,103,134,0
50,131,AI,ST,F,175,175,0
50,131,AI,ST-PwD,N,6,6,0
50,158,AI,OPEN,N,2217,3632,0
50,158,AI,OPEN,F,5754,7527,0
50,158,AI,OPEN-PwD,N,166,191,1
50,158,AI,EWS,N,493,644,0
50,158,AI,EWS,F,1331,1414,0
50,158,AI,OBC-NCL,N,1344,1820,0
50,158,AI,OBC-NCL,F,2304,3615,0
50,158,AI,SC,N,470,1167,0
50,158,AI,SC,F,1762,2285,0
50,158,AI,ST,N,417,516,0
50,158,AI,ST,F,1064,1064,0
50,190,AI,OPEN,N,5834,8205,0
